고객ID,상담자ID,상담자명,등록일,딜러명,연락처,성별,생년월일,연령대,거주지역,관심차종,방문목적,월주행거리_km,주요용도,예상예산_만원,선호색상,동승인원구성,중요요소1,중요요소2,중요요소3,최근보유차종,기타요청사항
CUST1338,CS1004,김재호,2025-02-18,홍길동,010-3155-4323,여,1974-06-11,50대,세종,그랜저,견적문의,2500,레저,4000,실버,배우자,연비,재판매가,디자인,아이오닉6,반려견과 함께 탈 수 있는 공간이 있는 차량을 원합니다.
CUST1339,CS1006,김지원,2025-01-12,홍길동,010-1057-5146,남,1957-01-15,60대,충북,캐스퍼,견적문의,500,장거리 출장,4000,블루,친구와함께,브랜드,재판매가,내부공간,쏘렌토,주차가 쉬운 컴팩트한 차량을 원합니다.
CUST1340,CS1009,홍예준,2025-02-08,홍길동,010-1200-8514,여,1973-02-13,50대,전북,투싼,계약,2500,레저,4000,블랙,아이동반,정숙성,재판매가,안전성,GV70,아이와 함께 탈 수 있도록 안전 기능이 중요해요.
CUST1341,CS1004,김재호,2025-02-19,홍길동,010-9153-9169,여,1959-09-19,60대,전북,싼타페,시승,3000,장거리 출장,4000,네이비,배우자,디자인,가성비,내부공간,K5,차박이 가능한 SUV 모델을 찾고 있어요.
CUST1342,CS1008,이미숙,2025-01-14,홍길동,010-9904-1094,남,2004-06-17,20대,대전,캐스퍼,시승,500,장거리 출장,4000,레드,부모님동반,디자인,재판매가,브랜드,스타리아,하이브리드 모델도 비교해보고 싶어요.
CUST1343,CS1005,김은서,2025-01-13,홍길동,010-9084-4897,남,1984-07-23,40대,부산,캐스퍼,계약,2500,레저,3500,블루,친구와함께,연비,승차감,안전성,XM3,하이브리드 모델도 비교해보고 싶어요.
CUST1344,CS1000,김수민,2024-12-12,홍길동,010-4553-8794,남,1965-03-27,50대,제주,코나,구매상담,500,레저,4500,레드,배우자,재판매가,승차감,연비,쏘렌토,통풍시트와 열선시트 꼭 필요해요.
CUST1345,CS1003,김영일,2025-02-11,홍길동,010-8434-7719,남,1962-07-12,60대,대전,그랜저,견적문의,2000,아이 등하교,5000,그레이,부모님동반,재판매가,가성비,연비,싼타페,최근 전기차에 관심이 많아요.
CUST1346,CS1001,서정남,2024-10-05,홍길동,010-8239-2300,여,2003-11-03,20대,충남,아반떼,견적문의,1000,레저,3000,그레이,부모님동반,재판매가,연비,브랜드,아반떼,출퇴근용으로 연비가 좋은 차를 찾고 있어요.
CUST1347,CS1006,김지원,2024-12-13,홍길동,010-1107-5009,남,1955-10-18,60대,대구,GV70,견적문의,1500,출퇴근,4500,실버,친구와함께,재판매가,브랜드,안전성,모닝,출퇴근용으로 연비가 좋은 차를 찾고 있어요.

